conc_inicio,conc_fin,bonificacion,efectivo,tpg
32050,36061,,18.75,10.13
27032,36061,,9.35,5.05
36032,36061,,2.1,1.13
36033,36061,,5.7,3.08
15051,36061,,13.0,7.02
32051,36061,,14.55,7.86
27033,36061,,15.6,8.42
15053,36061,,6.75,3.65
15052,36061,,9.35,5.05
15054,36061,,13.55,7.32
27034,36061,,19.25,10.4
15055,36061,,13.0,7.02
15056,36061,,4.7,2.54
27035,36061,,22.9,12.37
36035,36061,,6.25,3.38
32052,36061,,14.55,7.86
15057,36061,,4.15,2.24
32009,36061,,18.75,10.13
32015,36061,,21.85,11.8
32019,36061,,7.8,4.21
27014,36061,,15.1,8.15
36022,36061,,2.6,1.4
27024,36061,,14.55,7.86
32035,36061,,8.85,4.78
27043,36061,,14.55,7.86
32058,36061,,14.05,7.59
15066,36061,,6.75,3.65
36039,36061,,6.25,3.38
36048,36061,,9.35,5.05
27058,36061,,11.45,6.19
27063,36061,,20.3,10.96
27064,36061,,18.75,10.13
36036,36061,,9.35,5.05
32053,36061,,19.75,10.67
15058,36061,,10.9,5.89
15059,36061,,7.3,3.94
15060,36061,,6.25,3.38
15061,36061,,16.65,8.99
32012,36061,,17.7,9.56
32054,36061,,13.0,7.02
27038,36061,,17.15,9.26
27039,36061,,16.15,8.72
15062,36061,,4.7,2.54
15902,36061,,10.9,5.89
15064,36061,,10.9,5.89
32055,36061,,14.05,7.59
32056,36061,,10.9,5.89
15065,36061,,2.6,1.4
27040,36061,,10.9,5.89
27041,36061,,12.5,6.75
32057,36061,,16.65,8.99
27042,36061,,12.5,6.75
36037,36061,,4.7,2.54
27045,36061,,19.75,10.67
32060,36061,,17.7,9.56
32061,36061,,8.85,4.78
36041,36061,,2.6,1.4
27046,36061,,18.2,9.83
36043,36061,,4.15,2.24
36042,36061,,7.3,3.94
15068,36061,,9.9,5.35
36044,36061,,2.6,1.4
15069,36061,,11.95,6.46
32064,36061,,10.9,5.89
36038,36061,,2.6,1.4
32062,36061,,15.1,8.15
36040,36061,,1.55,0.84
15071,36061,,5.2,2.81
27049,36061,,11.45,6.19
32065,36061,,11.95,6.46
32066,36061,,11.95,6.46
27050,36061,,15.6,8.42
27056,36061,,15.6,8.42
32067,36061,,14.05,7.59
32068,36061,,11.95,6.46
36045,36061,,4.15,2.24
15072,36061,,2.6,1.4
32069,36061,,10.9,5.89
27051,36061,,22.35,12.07
36046,36061,,1.55,0.84
27052,36061,,15.6,8.42
15073,36061,,4.7,2.54
27053,36061,,19.75,10.67
32071,36061,,20.8,11.23
27054,36061,,20.3,10.96
36047,36061,,8.35,4.51
15074,36061,,4.15,2.24
32073,36061,,19.25,10.4
15075,36061,,10.9,5.89
36049,36061,,7.3,3.94
36050,36061,,7.8,4.21
27055,36061,,15.1,8.15
32074,36061,,8.85,4.78
32075,36061,,13.55,7.32
32076,36061,,9.35,5.05
15076,36061,,14.05,7.59
32070,36061,,18.75,10.13
32077,36061,,16.15,8.72
15077,36061,,6.25,3.38
15078,36061,,5.2,2.81
15079,36061,,8.85,4.78
36051,36061,,2.1,1.13
32078,36061,,17.7,9.56
27057,36061,,14.05,7.59
36052,36061,,5.7,3.08
27059,36061,,13.0,7.02
15080,36061,,10.4,5.62
36053,36061,,3.65,1.97
27060,36061,,10.4,5.62
32079,36061,,14.55,7.86
15082,36061,,4.7,2.54
32081,36061,,13.0,7.02
36054,36061,,8.35,4.51
15083,36061,,10.9,5.89
15084,36061,,7.3,3.94
15085,36061,,7.8,4.21
27061,36061,,21.35,11.53
32082,36061,,17.15,9.26
15086,36061,,6.75,3.65
27062,36061,,15.6,8.42
36055,36061,,7.3,3.94
15088,36061,,6.75,3.65
15087,36061,,14.55,7.86
36056,36061,,2.1,1.13
15089,36061,,5.2,2.81
32084,36061,,13.55,7.32
32085,36061,,19.25,10.4
32086,36061,,23.95,12.94
36057,36061,,5.2,2.81
36059,36061,,6.75,3.65
36058,36061,,3.65,1.97
36060,36061,,1.55,0.84
27065,36061,,16.15,8.72
32087,36061,,10.4,5.62
32088,36061,,18.2,9.83
36061,36061,,1.55,0.84
32089,36061,,16.15,8.72
32090,36061,,16.65,8.99
32091,36061,,20.8,11.23
32092,36061,,24.45,13.21
15091,36061,,11.95,6.46
15090,36061,,9.35,5.05
15092,36061,,8.35,4.51
27066,36061,,18.2,9.83
27021,36061,,14.55,7.86
32032,36061,,16.65,8.99
27025,36061,,19.25,10.4
32036,36061,,15.6,8.42
32037,36061,,15.6,8.42
15093,36061,,8.35,4.51
32003,32089,,6.25,3.38
15007,32089,,14.55,7.86
32014,32089,,3.1,1.67
36009,32089,,7.3,3.94
15018,32089,,20.3,10.96
15030,32089,,18.75,10.13
36017,32089,,11.45,6.19
27018,32089,,14.55,7.86
36023,32089,,14.05,7.59
32034,32089,,5.7,3.08
36901,32089,,16.65,8.99
36025,32089,,9.9,5.35
15041,32089,,17.15,9.26
32047,32089,,3.1,1.67
32048,32089,,8.35,4.51
27044,32089,,14.55,7.86
32059,32089,,4.7,2.54
32063,32089,,4.7,2.54
27047,32089,,6.25,3.38
15067,32089,,16.15,8.72
27048,32089,,15.6,8.42
32072,32089,,6.25,3.38
32080,32089,,3.1,1.67
32083,32089,,8.35,4.51
27001,32089,,15.1,8.15
15001,32089,,18.2,9.83
36020,32089,,9.35,5.05
27002,32089,,17.15,9.26
32001,32089,,2.1,1.13
15002,32089,,12.5,6.75
32002,32089,,4.15,2.24
27003,32089,,8.35,4.51
15003,32089,,14.55,7.86
36001,32089,,8.35,4.51
15004,32089,,20.3,10.96
15005,32089,,19.25,10.4
15006,32089,,11.95,6.46
36034,32089,,9.35,5.05
27037,32089,,11.45,6.19
15070,32089,,17.15,9.26
15081,32089,,18.75,10.13
32004,32089,,7.3,3.94
36003,32089,,13.0,7.02
27004,32089,,11.95,6.46
32005,32089,,3.1,1.67
32006,32089,,4.15,2.24
32007,32089,,1.55,0.84
27901,32089,,10.4,5.62
32008,32089,,3.1,1.67
27005,32089,,18.2,9.83
36002,32089,,15.1,8.15
32010,32089,,5.7,3.08
32011,32089,,8.35,4.51
27006,32089,,10.9,5.89
27007,32089,,13.0,7.02
15008,32089,,18.2,9.83
15009,32089,,17.7,9.56
32013,32089,,6.75,3.65
15010,32089,,12.5,6.75
15011,32089,,15.6,8.42
15012,32089,,11.45,6.19
27008,32089,,6.25,3.38
15013,32089,,13.55,7.32
36004,32089,,14.05,7.59
27902,32089,,19.75,10.67
15014,32089,,18.2,9.83
15015,32089,,19.75,10.67
36005,32089,,13.0,7.02
32016,32089,,4.15,2.24
15016,32089,,19.25,10.4
36006,32089,,16.15,8.72
15017,32089,,18.2,9.83
36007,32089,,10.4,5.62
36008,32089,,13.55,7.32
32018,32089,,5.7,3.08
32017,32089,,7.8,4.21
27009,32089,,5.2,2.81
15019,32089,,16.65,8.99
15901,32089,,24.45,13.21
15020,32089,,18.75,10.13
15021,32089,,16.65,8.99
32020,32089,,3.65,1.97
32022,32089,,5.2,2.81
32021,32089,,3.65,1.97
32023,32089,,3.1,1.67
27010,32089,,11.95,6.46
27011,32089,,11.45,6.19
36010,32089,,14.55,7.86
15022,32089,,22.9,12.37
15023,32089,,18.75,10.13
32024,32089,,3.65,1.97
32025,32089,,4.7,2.54
15024,32089,,16.15,8.72
36902,32089,,8.85,4.78
15025,32089,,22.35,12.07
27012,32089,,11.95,6.46
27013,32089,,20.3,10.96
32029,32089,,3.1,1.67
27016,32089,,6.25,3.38
15027,32089,,18.2,9.83
32026,32089,,4.15,2.24
15028,32089,,18.75,10.13
15029,32089,,16.65,8.99
32027,32089,,6.25,3.38
27015,32089,,13.55,7.32
36013,32089,,8.85,4.78
36014,32089,,6.75,3.65
32028,32089,,3.65,1.97
15031,32089,,18.2,9.83
36015,32089,,12.5,6.75
15032,32089,,14.05,7.59
15033,32089,,13.0,7.02
36016,32089,,6.75,3.65
15034,32089,,18.2,9.83
32030,32089,,5.7,3.08
32031,32089,,1.55,0.84
15035,32089,,20.3,10.96
15036,32089,,20.8,11.23
15037,32089,,19.75,10.67
27017,32089,,7.3,3.94
36018,32089,,8.35,4.51
36019,32089,,10.4,5.62
27019,32089,,18.2,9.83
15038,32089,,13.55,7.32
27020,32089,,11.45,6.19
32033,32089,,5.2,2.81
36021,32089,,12.5,6.75
27022,32089,,15.1,8.15
27023,32089,,9.35,5.05
15039,32089,,18.75,10.13
36024,32089,,8.35,4.51
27026,32089,,9.35,5.05
32038,32089,,6.25,3.38
15040,32089,,18.2,9.83
32039,32089,,2.1,1.13
32040,32089,,6.25,3.38
32041,32089,,4.7,2.54
32042,32089,,5.7,3.08
27027,32089,,17.15,9.26
15042,32089,,15.6,8.42
27028,32089,,11.95,6.46
32043,32089,,1.55,0.84
15043,32089,,18.2,9.83
32044,32089,,5.2,2.81
15044,32089,,21.35,11.53
36026,32089,,14.05,7.59
32045,32089,,5.2,2.81
15045,32089,,16.65,8.99
36027,32089,,16.15,8.72
27029,32089,,14.05,7.59
36028,32089,,15.1,8.15
15046,32089,,11.45,6.19
32046,32089,,6.25,3.38
15047,32089,,16.15,8.72
15048,32089,,18.75,10.13
36029,32089,,13.0,7.02
15049,32089,,21.85,11.8
36030,32089,,9.35,5.05
36031,32089,,9.35,5.05
27030,32089,,16.65,8.99
15050,32089,,19.75,10.67
27031,32089,,5.2,2.81
32049,32089,,1.55,0.84
32050,32089,,3.65,1.97
27032,32089,,8.35,4.51
36032,32089,,11.45,6.19
36033,32089,,10.9,5.89
15051,32089,,20.3,10.96
32051,32089,,4.15,2.24
27033,32089,,17.15,9.26
15053,32089,,17.7,9.56
15052,32089,,18.75,10.13
15054,32089,,20.8,11.23
27034,32089,,13.55,7.32
15055,32089,,20.3,10.96
15056,32089,,14.05,7.59
27035,32089,,17.15,9.26
36035,32089,,13.0,7.02
32052,32089,,3.1,1.67
15057,32089,,15.6,8.42
32009,32089,,7.3,3.94
32015,32089,,6.75,3.65
32019,32089,,5.7,3.08
27014,32089,,10.4,5.62
36022,32089,,16.65,8.99
27024,32089,,7.3,3.94
32035,32089,,6.75,3.65
27043,32089,,9.35,5.05
32058,32089,,2.6,1.4
15066,32089,,12.5,6.75
36039,32089,,10.4,5.62
36048,32089,,14.05,7.59
27058,32089,,5.7,3.08
27063,32089,,17.15,9.26
27064,32089,,20.8,11.23
36036,32089,,15.1,8.15
32053,32089,,4.7,2.54
15058,32089,,18.2,9.83
15059,32089,,15.1,8.15
15060,32089,,13.55,7.32
15061,32089,,24.45,13.21
32012,32089,,2.6,1.4
32054,32089,,3.1,1.67
27038,32089,,18.2,9.83
27039,32089,,11.95,6.46
15062,32089,,15.6,8.42
15902,32089,,18.2,9.83
15064,32089,,18.75,10.13
32055,32089,,2.1,1.13
32056,32089,,6.25,3.38
15065,32089,,13.0,7.02
27040,32089,,9.35,5.05
27041,32089,,5.2,2.81
32057,32089,,2.6,1.4
27042,32089,,8.35,4.51
36037,32089,,10.4,5.62
27045,32089,,10.4,5.62
32060,32089,,6.25,3.38
32061,32089,,5.2,2.81
36041,32089,,14.05,7.59
27046,32089,,12.5,6.75
36043,32089,,10.4,5.62
36042,32089,,9.35,5.05
15068,32089,,19.25,10.4
36044,32089,,13.0,7.02
15069,32089,,19.75,10.67
32064,32089,,5.7,3.08
36038,32089,,14.05,7.59
32062,32089,,3.1,1.67
36040,32089,,15.1,8.15
15071,32089,,16.65,8.99
27049,32089,,8.85,4.78
32065,32089,,4.7,2.54
32066,32089,,5.2,2.81
27050,32089,,5.2,2.81
27056,32089,,12.5,6.75
32067,32089,,2.6,1.4
32068,32089,,4.7,2.54
36045,32089,,11.45,6.19
15072,32089,,15.1,8.15
32069,32089,,5.7,3.08
27051,32089,,19.25,10.4
36046,32089,,15.6,8.42
27052,32089,,5.2,2.81
15073,32089,,17.15,9.26
27053,32089,,13.55,7.32
32071,32089,,5.7,3.08
27054,32089,,15.1,8.15
36047,32089,,8.35,4.51
15074,32089,,14.05,7.59
32073,32089,,7.8,4.21
15075,32089,,18.2,9.83
36049,32089,,10.4,5.62
36050,32089,,9.9,5.35
27055,32089,,8.85,4.78
32074,32089,,5.2,2.81
32075,32089,,2.6,1.4
32076,32089,,5.2,2.81
15076,32089,,21.35,11.53
32070,32089,,4.15,2.24
32077,32089,,2.1,1.13
15077,32089,,15.6,8.42
15078,32089,,12.5,6.75
15079,32089,,10.4,5.62
36051,32089,,15.1,8.15
32078,32089,,1.55,0.84
27057,32089,,8.35,4.51
36052,32089,,9.35,5.05
27059,32089,,5.7,3.08
15080,32089,,13.0,7.02
36053,32089,,12.5,6.75
27060,32089,,7.3,3.94
32079,32089,,2.1,1.13
15082,32089,,12.5,6.75
32081,32089,,3.65,1.97
36054,32089,,12.5,6.75
15083,32089,,12.5,6.75
15084,32089,,15.1,8.15
15085,32089,,11.45,6.19
27061,32089,,16.65,8.99
32082,32089,,2.1,1.13
15086,32089,,14.55,7.86
27062,32089,,9.9,5.35
36055,32089,,11.45,6.19
15088,32089,,14.55,7.86
15087,32089,,21.85,11.8
36056,32089,,13.55,7.32
15089,32089,,11.95,6.46
32084,32089,,3.65,1.97
32085,32089,,4.15,2.24
32086,32089,,6.75,3.65
36057,32089,,11.45,6.19
36059,32089,,9.9,5.35
36058,32089,,13.55,7.32
36060,32089,,14.05,7.59
27065,32089,,14.05,7.59
32087,32089,,4.15,2.24
32088,32089,,6.75,3.65
36061,32089,,16.15,8.72
32089,32089,,1.55,0.84
32090,32089,,2.1,1.13
32091,32089,,5.2,2.81
32092,32089,,6.25,3.38
15091,32089,,19.25,10.4
15090,32089,,13.0,7.02
15092,32089,,17.7,9.56
27066,32089,,19.75,10.67
27021,32089,,16.15,8.72
32032,32089,,2.1,1.13
27025,32089,,20.3,10.96
32036,32089,,1.55,0.84
32037,32089,,1.55,0.84
15093,32089,,17.15,9.26
32003,32090,,4.7,2.54
15007,32090,,14.55,7.86
32014,32090,,1.55,0.84
36009,32090,,5.2,2.81
15018,32090,,20.3,10.96
15030,32090,,19.25,10.4
36017,32090,,11.45,6.19
27018,32090,,17.7,9.56
36023,32090,,14.05,7.59
32034,32090,,6.75,3.65
36901,32090,,16.65,8.99
36025,32090,,9.9,5.35
15041,32090,,17.7,9.56
32047,32090,,2.1,1.13
32048,32090,,7.8,4.21
27044,32090,,16.65,8.99
32059,32090,,5.2,2.81
32063,32090,,6.75,3.65
27047,32090,,8.85,4.78
15067,32090,,16.15,8.72
27048,32090,,17.7,9.56
32072,32090,,8.35,4.51
32080,32090,,5.2,2.81
32083,32090,,9.9,5.35
27001,32090,,16.65,8.99
15001,32090,,18.2,9.83
36020,32090,,9.35,5.05
27002,32090,,19.25,10.4
32001,32090,,1.55,0.84
15002,32090,,13.0,7.02
32002,32090,,4.7,2.54
27003,32090,,8.85,4.78
15003,32090,,14.55,7.86
36001,32090,,5.7,3.08
15004,32090,,20.3,10.96
15005,32090,,19.75,10.67
15006,32090,,11.95,6.46
36034,32090,,6.75,3.65
27037,32090,,14.05,7.59
15070,32090,,17.7,9.56
15081,32090,,22.9,12.37
32004,32090,,7.3,3.94
36003,32090,,13.55,7.32
27004,32090,,15.1,8.15
32005,32090,,2.1,1.13
32006,32090,,2.1,1.13
32007,32090,,2.1,1.13
27901,32090,,13.0,7.02
32008,32090,,3.1,1.67
27005,32090,,20.3,10.96
36002,32090,,15.1,8.15
32010,32090,,5.7,3.08
32011,32090,,8.35,4.51
27006,32090,,13.55,7.32
27007,32090,,13.55,7.32
15008,32090,,18.2,9.83
15009,32090,,18.2,9.83
32013,32090,,7.3,3.94
15010,32090,,13.0,7.02
15011,32090,,15.6,8.42
15012,32090,,11.45,6.19
27008,32090,,8.85,4.78
15013,32090,,13.55,7.32
36004,32090,,14.05,7.59
27902,32090,,21.35,11.53
15014,32090,,18.2,9.83
15015,32090,,19.75,10.67
36005,32090,,13.0,7.02
32016,32090,,2.1,1.13
15016,32090,,19.25,10.4
36006,32090,,16.15,8.72
15017,32090,,18.2,9.83
36007,32090,,10.9,5.89
36008,32090,,13.55,7.32
32018,32090,,6.25,3.38
32017,32090,,10.4,5.62
27009,32090,,5.7,3.08
15019,32090,,16.65,8.99
15901,32090,,24.45,13.21
15020,32090,,18.75,10.13
15021,32090,,16.65,8.99
32020,32090,,2.1,1.13
32022,32090,,5.2,2.81
32021,32090,,4.15,2.24
32023,32090,,5.2,2.81
27010,32090,,14.05,7.59
27011,32090,,14.55,7.86
36010,32090,,14.55,7.86
15022,32090,,22.9,12.37
15023,32090,,18.75,10.13
32024,32090,,1.55,0.84
32025,32090,,4.7,2.54
15024,32090,,16.15,8.72
36902,32090,,9.35,5.05
15025,32090,,22.9,12.37
27012,32090,,14.55,7.86
27013,32090,,22.35,12.07
32029,32090,,5.2,2.81
27016,32090,,6.75,3.65
15027,32090,,18.75,10.13
32026,32090,,4.7,2.54
15028,32090,,18.75,10.13
15029,32090,,16.65,8.99
32027,32090,,4.15,2.24
27015,32090,,15.1,8.15
36013,32090,,6.25,3.38
36014,32090,,4.7,2.54
32028,32090,,3.1,1.67
15031,32090,,18.2,9.83
36015,32090,,12.5,6.75
15032,32090,,14.05,7.59
15033,32090,,13.55,7.32
36016,32090,,7.3,3.94
15034,32090,,18.75,10.13
32030,32090,,3.65,1.97
32031,32090,,3.65,1.97
15035,32090,,20.3,10.96
15036,32090,,20.8,11.23
15037,32090,,19.75,10.67
27017,32090,,9.35,5.05
36018,32090,,8.35,4.51
36019,32090,,8.35,4.51
27019,32090,,20.3,10.96
15038,32090,,13.55,7.32
27020,32090,,11.95,6.46
32033,32090,,3.1,1.67
36021,32090,,13.0,7.02
27022,32090,,15.1,8.15
27023,32090,,10.4,5.62
15039,32090,,19.25,10.4
36024,32090,,8.35,4.51
27026,32090,,11.45,6.19
32038,32090,,8.35,4.51
15040,32090,,18.75,10.13
32039,32090,,3.65,1.97
32040,32090,,6.25,3.38
32041,32090,,2.6,1.4
32042,32090,,3.65,1.97
27027,32090,,19.25,10.4
15042,32090,,15.6,8.42
27028,32090,,12.5,6.75
32043,32090,,2.6,1.4
15043,32090,,18.2,9.83
32044,32090,,7.3,3.94
15044,32090,,26.0,14.04
36026,32090,,14.05,7.59
32045,32090,,5.2,2.81
15045,32090,,16.65,8.99
36027,32090,,16.15,8.72
27029,32090,,16.15,8.72
36028,32090,,15.1,8.15
15046,32090,,11.45,6.19
32046,32090,,6.75,3.65
15047,32090,,16.15,8.72
15048,32090,,18.75,10.13
36029,32090,,13.0,7.02
15049,32090,,21.85,11.8
36030,32090,,9.35,5.05
36031,32090,,9.35,5.05
27030,32090,,18.75,10.13
15050,32090,,19.75,10.67
27031,32090,,7.8,4.21
32049,32090,,3.65,1.97
32050,32090,,3.1,1.67
27032,32090,,8.85,4.78
36032,32090,,11.45,6.19
36033,32090,,10.9,5.89
15051,32090,,20.3,10.96
32051,32090,,2.1,1.13
27033,32090,,17.15,9.26
15053,32090,,17.7,9.56
15052,32090,,18.75,10.13
15054,32090,,20.8,11.23
27034,32090,,15.6,8.42
15055,32090,,20.3,10.96
15056,32090,,14.05,7.59
27035,32090,,19.75,10.67
36035,32090,,13.0,7.02
32052,32090,,4.15,2.24
15057,32090,,15.6,8.42
32009,32090,,9.35,5.05
32015,32090,,10.4,5.62
32019,32090,,5.7,3.08
27014,32090,,13.0,7.02
36022,32090,,16.65,8.99
27024,32090,,9.9,5.35
32035,32090,,6.75,3.65
27043,32090,,11.45,6.19
32058,32090,,3.65,1.97
15066,32090,,12.5,6.75
36039,32090,,10.4,5.62
36048,32090,,14.05,7.59
27058,32090,,7.3,3.94
27063,32090,,19.25,10.4
27064,32090,,26.0,14.04
36036,32090,,15.1,8.15
32053,32090,,4.15,2.24
15058,32090,,18.75,10.13
15059,32090,,15.1,8.15
15060,32090,,14.05,7.59
15061,32090,,24.45,13.21
32012,32090,,1.55,0.84
32054,32090,,3.65,1.97
27038,32090,,18.75,10.13
27039,32090,,13.0,7.02
15062,32090,,15.6,8.42
15902,32090,,18.75,10.13
15064,32090,,18.75,10.13
32055,32090,,3.1,1.67
32056,32090,,4.15,2.24
15065,32090,,13.55,7.32
27040,32090,,9.9,5.35
27041,32090,,6.75,3.65
32057,32090,,4.7,2.54
27042,32090,,9.9,5.35
36037,32090,,10.4,5.62
27045,32090,,12.5,6.75
32060,32090,,8.35,4.51
32061,32090,,6.25,3.38
36041,32090,,14.05,7.59
27046,32090,,15.1,8.15
36043,32090,,10.9,5.89
36042,32090,,9.35,5.05
15068,32090,,19.25,10.4
36044,32090,,13.55,7.32
15069,32090,,19.75,10.67
32064,32090,,3.65,1.97
36038,32090,,14.05,7.59
32062,32090,,1.55,0.84
36040,32090,,15.6,8.42
15071,32090,,16.65,8.99
27049,32090,,9.9,5.35
32065,32090,,4.7,2.54
32066,32090,,3.1,1.67
27050,32090,,7.3,3.94
27056,32090,,13.55,7.32
32067,32090,,1.55,0.84
32068,32090,,2.6,1.4
36045,32090,,11.95,6.46
15072,32090,,15.1,8.15
32069,32090,,5.7,3.08
27051,32090,,21.35,11.53
36046,32090,,15.6,8.42
27052,32090,,7.3,3.94
15073,32090,,17.15,9.26
27053,32090,,16.65,8.99
32071,32090,,5.2,2.81
27054,32090,,17.15,9.26
36047,32090,,8.35,4.51
15074,32090,,14.05,7.59
32073,32090,,9.9,5.35
15075,32090,,18.75,10.13
36049,32090,,10.4,5.62
36050,32090,,9.9,5.35
27055,32090,,10.9,5.89
32074,32090,,5.2,2.81
32075,32090,,3.1,1.67
32076,32090,,6.25,3.38
15076,32090,,21.35,11.53
32070,32090,,6.25,3.38
32077,32090,,1.55,0.84
15077,32090,,15.6,8.42
15078,32090,,12.5,6.75
15079,32090,,10.9,5.89
36051,32090,,15.1,8.15
32078,32090,,2.1,1.13
27057,32090,,10.4,5.62
36052,32090,,9.35,5.05
27059,32090,,7.3,3.94
15080,32090,,13.0,7.02
36053,32090,,12.5,6.75
27060,32090,,7.8,4.21
32079,32090,,2.1,1.13
15082,32090,,12.5,6.75
32081,32090,,3.1,1.67
36054,32090,,12.5,6.75
15083,32090,,12.5,6.75
15084,32090,,15.1,8.15
15085,32090,,11.45,6.19
27061,32090,,18.75,10.13
32082,32090,,1.55,0.84
15086,32090,,14.55,7.86
27062,32090,,11.95,6.46
36055,32090,,11.45,6.19
15088,32090,,14.55,7.86
15087,32090,,21.85,11.8
36056,32090,,13.55,7.32
15089,32090,,11.95,6.46
32084,32090,,1.55,0.84
32085,32090,,3.65,1.97
32086,32090,,8.35,4.51
36057,32090,,11.95,6.46
36059,32090,,9.9,5.35
36058,32090,,13.55,7.32
36060,32090,,14.05,7.59
27065,32090,,15.6,8.42
32087,32090,,4.7,2.54
32088,32090,,8.85,4.78
36061,32090,,16.65,8.99
32089,32090,,2.1,1.13
32090,32090,,1.55,0.84
32091,32090,,5.2,2.81
32092,32090,,8.85,4.78
15091,32090,,19.25,10.4
15090,32090,,13.0,7.02
15092,32090,,17.7,9.56
27066,32090,,19.75,10.67
27021,32090,,17.15,9.26
32032,32090,,1.55,0.84
27025,32090,,20.8,11.23
32036,32090,,1.55,0.84
32037,32090,,3.1,1.67
15093,32090,,17.7,9.56
32003,32091,,10.4,5.62
15007,32091,,18.75,10.13
32014,32091,,6.25,3.38
36009,32091,,11.45,6.19
15018,32091,,24.45,13.21
15030,32091,,23.4,12.64
36017,32091,,15.6,8.42
27018,32091,,21.85,11.8
36023,32091,,18.2,9.83
32034,32091,,2.6,1.4
36901,32091,,20.8,11.23
36025,32091,,14.05,7.59
15041,32091,,21.85,11.8
32047,32091,,7.3,3.94
32048,32091,,3.65,1.97
27044,32091,,20.8,11.23
32059,32091,,9.35,5.05
32063,32091,,7.8,4.21
27047,32091,,13.0,7.02
15067,32091,,20.3,10.96
27048,32091,,21.85,11.8
32072,32091,,7.3,3.94
32080,32091,,8.35,4.51
32083,32091,,5.7,3.08
27001,32091,,20.8,11.23
15001,32091,,22.35,12.07
36020,32091,,13.55,7.32
27002,32091,,23.4,12.64
32001,32091,,5.7,3.08
15002,32091,,17.15,9.26
32002,32091,,8.85,4.78
27003,32091,,13.0,7.02
15003,32091,,18.75,10.13
36001,32091,,13.0,7.02
15004,32091,,24.45,13.21
15005,32091,,23.95,12.94
15006,32091,,16.15,8.72
36034,32091,,13.55,7.32
27037,32091,,15.6,8.42
15070,32091,,21.85,11.8
15081,32091,,27.05,14.61
32004,32091,,11.45,6.19
36003,32091,,17.7,9.56
27004,32091,,19.25,10.4
32005,32091,,4.15,2.24
32006,32091,,6.75,3.65
32007,32091,,6.25,3.38
27901,32091,,17.15,9.26
32008,32091,,7.3,3.94
27005,32091,,24.45,13.21
36002,32091,,19.25,10.4
32010,32091,,9.9,5.35
32011,32091,,12.5,6.75
27006,32091,,17.7,9.56
27007,32091,,17.7,9.56
15008,32091,,22.35,12.07
15009,32091,,22.35,12.07
32013,32091,,11.45,6.19
15010,32091,,17.15,9.26
15011,32091,,19.75,10.67
15012,32091,,15.6,8.42
27008,32091,,13.0,7.02
15013,32091,,17.7,9.56
36004,32091,,18.2,9.83
27902,32091,,25.5,13.77
15014,32091,,22.35,12.07
15015,32091,,23.95,12.94
36005,32091,,17.15,9.26
32016,32091,,6.25,3.38
15016,32091,,23.4,12.64
36006,32091,,20.3,10.96
15017,32091,,22.35,12.07
36007,32091,,15.1,8.15
36008,32091,,17.7,9.56
32018,32091,,10.4,5.62
32017,32091,,8.85,4.78
27009,32091,,9.9,5.35
15019,32091,,20.8,11.23
15901,32091,,28.6,15.44
15020,32091,,22.9,12.37
15021,32091,,20.8,11.23
32020,32091,,7.3,3.94
32022,32091,,9.35,5.05
32021,32091,,1.55,0.84
32023,32091,,8.35,4.51
27010,32091,,18.2,9.83
27011,32091,,18.75,10.13
36010,32091,,18.75,10.13
15022,32091,,27.05,14.61
15023,32091,,22.9,12.37
32024,32091,,6.75,3.65
32025,32091,,8.85,4.78
15024,32091,,20.8,11.23
36902,32091,,13.55,7.32
15025,32091,,27.05,14.61
27012,32091,,17.15,9.26
27013,32091,,26.55,14.34
32029,32091,,6.25,3.38
27016,32091,,10.9,5.89
15027,32091,,22.9,12.37
32026,32091,,8.85,4.78
15028,32091,,22.9,12.37
15029,32091,,20.8,11.23
32027,32091,,9.9,5.35
27015,32091,,19.25,10.4
36013,32091,,13.55,7.32
36014,32091,,10.9,5.89
32028,32091,,3.1,1.67
15031,32091,,22.35,12.07
36015,32091,,16.65,8.99
15032,32091,,18.2,9.83
15033,32091,,17.7,9.56
36016,32091,,11.45,6.19
15034,32091,,22.9,12.37
32030,32091,,8.35,4.51
32031,32091,,7.8,4.21
15035,32091,,24.45,13.21
15036,32091,,24.95,13.48
15037,32091,,23.95,12.94
27017,32091,,10.9,5.89
36018,32091,,12.5,6.75
36019,32091,,14.55,7.86
27019,32091,,24.45,13.21
15038,32091,,17.7,9.56
27020,32091,,16.15,8.72
32033,32091,,9.35,5.05
36021,32091,,17.15,9.26
27022,32091,,19.25,10.4
27023,32091,,14.55,7.86
15039,32091,,23.4,12.64
36024,32091,,12.5,6.75
27026,32091,,15.6,8.42
32038,32091,,6.75,3.65
15040,32091,,22.9,12.37
32039,32091,,2.6,1.4
32040,32091,,10.4,5.62
32041,32091,,7.3,3.94
32042,32091,,7.8,4.21
27027,32091,,23.4,12.64
15042,32091,,19.75,10.67
27028,32091,,16.65,8.99
32043,32091,,6.75,3.65
15043,32091,,22.35,12.07
32044,32091,,6.75,3.65
15044,32091,,30.2,16.31
36026,32091,,18.2,9.83
32045,32091,,9.35,5.05
15045,32091,,20.8,11.23
36027,32091,,20.3,10.96
27029,32091,,20.3,10.96
36028,32091,,19.25,10.4
15046,32091,,15.6,8.42
32046,32091,,10.9,5.89
15047,32091,,20.3,10.96
15048,32091,,22.9,12.37
